fiscal_year|record_type|section|line_item|amount_current_zmw|amount_prior_zmw|approved_budget_zmw|actual_zmw|variance_zmw|variance_pct|is_material_variance|notes|source_document|source_page|member_file|period
2023|budget_vs_actual|Receipt|Other Grants|||150000.0|12020.0|-137980.0|0.0|False||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|budget_vs_actual|Receipt|Commercial Venture|||0.0|77958.0|77958.0|0.0|False||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|budget_vs_actual|Receipt|Other Receipts|||204686.0|317360.0|112674.0|55.0|True||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|budget_vs_actual|Payment|Personal Emoluments|||13087048.0|14807445.0|1720397.0|13.0|False||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|budget_vs_actual|Payment|Use of Goods and Services|||11359006.0|15921998.0|4562992.0|40.0|True||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|budget_vs_actual|Payment|Social Benefits|||7527800.0|9500657.0|1972857.0|26.0|True||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|budget_vs_actual|Payment|Non-Financial Assets Acquisition|||17865711.0|15097519.0|-2768192.0|-15.0|False||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|budget_vs_actual|Payment|Financial Assets|||3226200.0|5964128.0|2737928.0|85.0|True||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|12|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|January|741458.69|765413.72|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|February|697977.18|673659.15|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|March|722309.19|701393.12|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|April|737309.19|731854.2|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|May|745000.77|750228.84|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|June|738250.77|752048.14|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|July|749000.75|739548.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|August|749000.77|746048.13|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|September|750809.0|746048.13|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|October|749000.77|694905.6|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|November|708675.52|735410.55|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Monthly Funding|December|744309.16|694964.58|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Summary|Operational Expenditure (80%)|7066482.0|6985218.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Summary|Capital Expenditure (20%)|2377040.0|1746304.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|lgef|LGEF Summary|LGEF - Total Funding|8833102.0|8731522.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|25|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Funding|Chirundu Constituency Funding|27261470.0|23739911.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Other Sources|Other CDF Sources|241963.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Construction of Primary Schools|5878137.0|1478332.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Construction of Secondary Schools|85000.0|85000.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Construction of Bridges|66829.0|153118.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Construction of Health Post|571208.0|250005.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Construction of Boreholes|2415981.0|564332.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Construction of Staff House|902984.0|250005.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Construction of Feeder Roads|599899.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Infrastructure Development|Purchase of School Desks|2017930.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Youth and Women Empowerment|Youth and Women Empowerment Grant|2118970.0|960000.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Youth and Women Empowerment|Youth and Women Loans|5964128.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Secondary & Skills Bursaries|Secondary Boarding Schools and Skills Dev Bursaries|7381687.0|1509698.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|cdf|Administrative Costs|CDF Administration|2925949.0|1240890.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|26|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Local Taxes|Residential Rates|196627.0|62048.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|21|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Local Taxes|Industrial / Commercial Rates|77650.0|602111.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|21|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Local Taxes|Hospitality||5400.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|21|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Local Taxes|Personal Levy|50885.0|26135.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|21|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Consent Fees|2050.0|50.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Survey Fees|85600.0|60800.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Building Inspection Fees|10900.0|5800.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Plan Scrutiny Fees|25043.0|13893.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Application Form Fees|119860.0|177390.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Search Fees|100.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Market Fees|26972.0|157582.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Parking Fees|17835414.0|7414868.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Bus Station Fees|20460.0|7154.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Affidavit Fees|500.0|820.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Refuse Disposal Fees|68386.0|21550.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Notice of Marriage|11090.0|15660.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Abbattoir/Meat Inspection Fees|142.0|1085.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Communication Mast Levy|29330.0|10000.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Land Record|3000.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Billboard and Banner|47960.0|29550.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Lease of Council Transport|130050.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Illegal Vending Fees|450.0|450.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Penalties|68671.0|84470.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Change of Land Use|19000.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Ntemba Fees|1400.0|11800.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Truck Parking|64950.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Registration of Clubs and Societies|104090.0|64950.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Ablution Fees|106123.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Fees and Charges|Electricity & Water Connections|5805.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Land Development Charges|Service Charges - Residential Plots|312500.0|253400.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Land Development Charges|Service Charges - Industrial Plots|59950.0|110554.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|22|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Licences|Occupancy Licence|8000.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|23|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Licences|Hawkers Licence|6100.0|2100.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|23|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Licences|Lodger Licence|5400.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|23|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Licences|Liquor Licence|115300.0|61525.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|23|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Licences|Firearm and Ammunition Licence|19950.0|22400.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|23|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Licences|Petroleum Licence|66130.0|87200.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|23|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Licences|Dog Licence|20.0|7085.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|23|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Levies|Livestock Levy|21590.0|22310.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Levies|Fish Levy|150.0|1031.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Levies|Charcoal Levy|55800.0|42843.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Levies|Sand Levy|39786.0|27060.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Levies|Crop Levy|43255.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Levies|Miscellaneous Levies|2607.0|45893.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Health Permit|229570.0|82925.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Burial Permits and Grave Sites|5198.0|2200.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Fire Certificates|358290.0|176225.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Extension of Business Hours Permits|12764.0|13900.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Public Permits (Social Gatherings)|8650.0|2134.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Distributor Permit|69450.0||||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Herbalist Permit|870.0|870.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Business Permit|829316.0|882125.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2023|revenue_detail|Permits|Other Permits|8500.0|4480.0|||||||Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|24|db-unza26-csc4792-chirundu_2023_financials.csv|
2024|receipt||Local Taxes|486568.0|325162.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Fees and Charges|20310710.0|19134695.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Licences|371877.0|220900.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Levies|186848.0|163188.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Permits|2073393.0|1522608.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Local Government Equalisation Fund|9393949.0|8833102.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Constituency Development Fund|10675337.0|27261470.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Other Grants|2694736.0|12020.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Borrowings|0.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Commercial Venture|200401.0|77959.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Sector Grant (Devolved Functions)|8154778.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|receipt||Other Receipts|387000.0|317359.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Personal Emoluments|18947844.0|14807445.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Use of Goods and Services|17169941.0|15921998.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Financial Charges|0.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Social Benefits|7662922.0|9500657.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Non-financial Assets Acquisition|18554528.0|15097519.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Financial Assets|307185.0|5964128.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Loan Repayments|0.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|payment||Other Payments|1386598.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Local Taxes|||934214.0|486568.0|-447646.0|-48.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Fees and Charges|||25175997.0|20310710.0|-4865288.0|-19.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Licences|||355050.0|371877.0|16827.0|5.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Levies|||133900.0|186848.0|52948.0|40.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Permits|||2007550.0|2073393.0|65843.0|3.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Local Government Equalisation Fund|||9708895.0|9393949.0|-314947.0|-3.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Constituency Development Fund|||30635642.0|10675337.0|-19960305.0|-65.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Other Grants|||2694736.0|2694736.0|0.0|0.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Commercial Venture|||496090.0|200401.0|-295689.0|-60.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Sector Grant (Devolved Functions)|||6620111.0|8154778.0|1534667.0|23.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Receipt|Other Receipts|||1000000.0|387000.0|-613000.0|-61.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Payment|Personal Emoluments|||21037626.0|18947844.0|-2089782.0|-10.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Payment|Use of Goods and Services|||18363859.0|17169941.0|-1193918.0|-7.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Payment|Social Benefits|||8149081.0|7662922.0|-486159.0|-6.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Payment|Non-Financial Assets Acquisition|||28719158.0|18554528.0|-10164630.0|-35.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Payment|Financial Assets|||3492463.0|307185.0|-3185278.0|-91.0|True||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|budget_vs_actual|Payment|Other Payments|||0.0|1386598.0|1386598.0|0.0|False||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|13|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|January|748997.0|741459.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|February|781484.0|697977.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|March|752174.0|722309.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|April|785292.0|737309.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|May|785296.0|745001.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|June|782288.0|738251.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|July|859214.0|749001.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|August|787300.0|749001.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|September|786304.0|750809.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|October|788967.0|749001.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Monthly Funding|November|788479.0|708676.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
